"","id","founding_name","search_name"
"1874","Michtal","Michtal","Michtal"
"1875","Mickleover","Mickleover","Mickleover"
"1876","Micros III","Micros III","Micros"
"1877","Midale","Midale","Midale"
"1878","Midden","Midden","Midden"
"1879","Midkiff","Midkiff","Midkiff"
"1880","Midthun","Midthun","Midthun"
"1881","Midway","Midway","Midway"
"1882","Millerton","Millerton","Millerton"
"1883","Milligan","Milligan","Milligan"
"1884","Milligan's World","Milligan's World","Milligan's World"
"1885","Millray","Millray","Millray"
"1886","Millungera","Millungera","Millungera"
"1887","Milnerton","Milnerton","Milnerton"
"1888","Milos","Milos","Milos"
"1889","Milton","Milton","Milton"
"1890","Milvano","Milvano","Milvano"
"1891","Minakuchi","Minakuchi","Minakuchi"
"1892","Minderoo","Minderoo","Minderoo"
"1893","Mindrel","Mindrel","Mindrel"
"1894","Mineite","Mineite","Mineite"
"1895","Minette","Minette","Minette"
"1896","Minnacora","Minnacora","Minnacora"
"1897","Minowa","Minowa","Minowa"
"1898","Miquelon","Miquelon","Miquelon"
"1899","Mira","Mira","Mira"
"1900","Mirach","Mirach","Mirach"
"1901","Mirage","Mirage","Mirage"
"1902","Mirfak","Mirfak","Mirfak"
"1903","Misery","Misery","Misery"
"1904","Mishkadrill","Mishkadrill","Mishkadrill"
"1905","Mississauga","Mississauga","Mississauga"
"1906","Mitchel","Mitchel","Mitchel"
"1907","Mitchella","Mitchella","Mitchella"
"1908","Mithron","Mithron","Mithron"
"1909","Miyada","Miyada","Miyada"
"1910","Miyako","Miyako","Miyako"
"1911","Miyazaki","Miyazaki","Miyazaki"
"1912","Mizar","Mizar","Mizar"
"1913","Mizdargh","Mizdargh","Mizdargh"
"1914","Mizt","Mizt","Mizt"
"1915","Mizunami","Mizunami","Mizunami"
"1916","Mkuranga","Mkuranga","Mkuranga"
"1917","Modesto","Modesto","Modesto"
"1918","Mogabouti","Mogabouti","Mogabouti"
"1919","Mogyorod","Mogyorod","Mogyorod"
"1920","Mohács","Mohács","Mohács"
"1921","Mokane","Mokane","Mokane"
"1922","Mokpo","Mokpo","Mokpo"
"1923","Molino","Molino","Molino"
"1924","Molokai","Molokai","Molokai"
"1925","Mondra","Mondra","Mondra"
"1926","Monhegan","Monhegan","Monhegan"
"1927","Monistrol","Monistrol","Monistrol"
"1928","Monongahela","Monongahela","Monongahela"
"1929","Monroe","Monroe","Monroe"
"1930","Montcoal","Montcoal","Montcoal"
"1931","Monthey","Monthey","Monthey"
"1932","Montmarault","Montmarault","Montmarault"
"1933","Montour","Montour","Montour"
"1934","Montsegur","Montsegur","Montsegur"
"1935","Monument to Man","Monument to Man","Monument to Man"
"1936","Monywa","Monywa","Monywa"
"1937","Moore","Moore","Moore"
"1938","Moravian","Moravian","Moravian"
"1939","Mordialloc","Mordialloc","Mordialloc"
"1940","Morgan's Holdfast","Morgan's Holdfast","Morgan's Holdfast"
"1941","Morges","Morges","Morges"
"1942","Moriguchi","Moriguchi","Moriguchi"
"1943","Moritz","Moritz","Moritz"
"1944","Morningside","Morningside","Morningside"
"1945","Moroney","Moroney","Moroney"
"1946","Morrigan","Morrigan","Morrigan"
"1947","Morrill","Morrill","Morrill"
"1948","Morthac","Morthac","Morthac"
"1949","Morven","Morven","Morven"
"1950","Mosiro","Mosiro","Mosiro"
"1951","Mostaganem","Mostaganem","Mostaganem"
"1952","Moultrie","Moultrie","Moultrie"
"1953","Mozirje","Mozirje","Mozirje"
"1954","Mualang","Mualang","Mualang"
"1955","Multan","Multan","Multan"
"1956","Mumbai","Mumbai","Mumbai"
"1957","Mundrabilla","Mundrabilla","Mundrabilla"
"1958","Muphrid","Muphrid","Muphrid"
"1959","Murchison","Murchison","Murchison"
"1960","Muridox","Muridox","Muridox"
"1961","Murmansk","Murmansk","Murmansk"
"1962","Muroto","Muroto","Muroto"
"1963","Murrain (Richmond's World 3025-)","Richmond's World","Richmond's World"
"1964","Murris (Kalindam 2822+)","Murris","Murris"
"1965","Muscida","Muscida","Muscida"
"1966","Muskegon","Muskegon","Muskegon"
"1967","Muswell","Muswell","Muswell"
"1968","Myrrdin","Myrrdin","Myrrdin"
"1969","Myrvoll","Myrvoll","Myrvoll"
"1970","Mytilene","Mytilene","Mytilene"
"1971","Naco","Naco","Naco"
"1972","Nadrin","Nadrin","Nadrin"
"1973","Nagel","Nagel","Nagel"
"1974","Nahoni","Nahoni","Nahoni"
"1975","Nai-Stohl","Nai-Stohl","Nai-Stohl"
"1976","Naikongzu","Naikongzu","Naikongzu"
"1977","Naissus","Naissus","Naissus"
"1978","Najha","Najha","Najha"
"1979","Naka Pabni","Naka Pabni","Naka Pabni"
"1980","Nakaojo","Nakaojo","Nakaojo"
"1981","Nam Dinh","Nam Dinh","Nam Dinh"
"1982","Namen","Namen","Namen"
"1983","Nanking","Nanking","Nanking"
"1984","Nara","Nara","Nara"
"1985","Narellan","Narellan","Narellan"
"1986","Naryn","Naryn","Naryn"
"1987","Nashira","Nashira","Nashira"
"1988","Nashuar","Nashuar","Nashuar"
"1989","Nathan","Nathan","Nathan"
"1990","Navarre","Navarre","Navarre"
"1991","Nebula D77","Nebula D77","Nebula D"
"1992","Necedah","Necedah","Necedah"
"1993","Necromo","Necromo","Necromo"
"1994","Neerabup","Neerabup","Neerabup"
"1995","Negushevo","Negushevo","Negushevo"
"1996","Nekkar","Nekkar","Nekkar"
"1997","Neosho","Neosho","Neosho"
"1998","Nerum","Nerum","Nerum"
"1999","Nestor","Nestor","Nestor"
"2000","Neukirchen (Jodipur 3025-)","Jodipur","Jodipur"
"2001","New Aberdeen","New Aberdeen","New Aberdeen"
"2002","New Abilene","New Abilene","New Abilene"
"2003","New Aragon","New Aragon","New Aragon"
"2004","New Athens","New Athens","New Athens"
"2005","New Avalon","New Avalon","New Avalon"
"2006","New Bergen","New Bergen","New Bergen"
"2007","New Caledonia","New Caledonia","New Caledonia"
"2008","New Canton","New Canton","New Canton"
"2009","New Capetown","New Capetown","New Capetown"
"2010","New Ceylon","New Ceylon","New Ceylon"
"2011","New Crete","New Crete","New Crete"
"2012","New Dallas","New Dallas","New Dallas"
"2013","New Damascus","New Damascus","New Damascus"
"2014","New Delos","New Delos","New Delos"
"2015","New Delphi","New Delphi","New Delphi"
"2016","New Earth (Tau Ceti 2116-)","New Earth","New Earth"
"2017","New Exford","New Exford","New Exford"
"2018","New Florence","New Florence","New Florence"
"2019","New Galicia","New Galicia","New Galicia"
"2020","New Ganymede","New Ganymede","New Ganymede"
"2021","New Gascony","New Gascony","New Gascony"
"2022","New Haiti (New Hati)","New Haiti (New Hati)","New Haiti"
"2023","New Hessen","New Hessen","New Hessen"
"2024","New Home","New Home","New Home"
"2025","New Hope","New Hope","New Hope"
"2026","New India","New India","New India"
"2027","New Ivaarsen","New Ivaarsen","New Ivaarsen"
"2028","New Kent","New Kent","New Kent"
"2029","New Kyoto","New Kyoto","New Kyoto"
"2030","New Macao","New Macao","New Macao"
"2031","New Mendham","New Mendham","New Mendham"
"2032","New Olympia","New Olympia","New Olympia"
"2033","New Oslo","New Oslo","New Oslo"
"2034","New Port Royal","New Port Royal","New Port Royal"
"2035","New Praha","New Praha","New Praha"
"2036","New Rhodes III","New Rhodes III","New Rhodes"
"2037","New Roland","New Roland","New Roland"
"2038","New Sagan","New Sagan","New Sagan"
"2039","New Samarkand","New Samarkand","New Samarkand"
"2040","New Sapporo","New Sapporo","New Sapporo"
"2041","New Sarum","New Sarum","New Sarum"
"2042","New Sierra","New Sierra","New Sierra"
"2043","New St. Andrews","New St. Andrews","New St. Andrews"
"2044","New Stevens","New Stevens","New Stevens"
"2045","New Sumatra","New Sumatra","New Sumatra"
"2046","New Syrtis","New Syrtis","New Syrtis"
"2047","New Troy","New Troy","New Troy"
"2048","New Valencia","New Valencia","New Valencia"
"2049","New Vallis","New Vallis","New Vallis"
"2050","New Vandenburg","New Vandenburg","New Vandenburg"
"2051","New Venice","New Venice","New Venice"
"2052","New Wessex","New Wessex","New Wessex"
"2053","New Westin","New Westin","New Westin"
"2054","New Ålborg","New Ålborg","New Ålborg"
"2055","Newcastle","Newcastle","Newcastle"
"2056","Newton","Newton","Newton"
"2057","Newtown Square","Newtown Square","Newtown Square"
"2058","Nexus Ri","Nexus Ri","Nexus Ri"
"2059","Ngake","Ngake","Ngake"
"2060","Niangol","Niangol","Niangol"
"2061","Nichol's Rest","Nichol's Rest","Nichol's Rest"
"2062","Nightwish","Nightwish","Nightwish"
"2063","Nihal","Nihal","Nihal"
"2064","Niihau","Niihau","Niihau"
"2065","Niles (Clan)","Niles (Clan)","Niles"
"2066","Niles (OA)","Niles (OA)","Niles"
"2067","Ningpo","Ningpo","Ningpo"
"2068","Ningxia","Ningxia","Ningxia"
"2069","Niomede","Niomede","Niomede"
"2070","Niops (Niops V, VI, VII)","Niops (Niops V, VI, VII)","Niops"
"2071","Niquinohomo","Niquinohomo","Niquinohomo"
"2072","Nirasaki","Nirasaki","Nirasaki"
"2073","Nis","Nis","Nis"
"2074","Nito","Nito","Nito"
"2075","Nizina","Nizina","Nizina"
"2076","No Return","No Return","No Return"
"2077","Noatak","Noatak","Noatak"
"2078","Nobel","Nobel","Nobel"
"2079","Nockatunga","Nockatunga","Nockatunga"
"2080","Nogales","Nogales","Nogales"
"2081","Noh-wan Hohm","Noh-wan Hohm","Noh-wan Hohm"
"2082","Noisiel","Noisiel","Noisiel"
"2083","Non Diz","Non Diz","Non Diz"
"2084","Nopah","Nopah","Nopah"
"2085","Norfolk","Norfolk","Norfolk"
"2086","Norman's World","Norman's World","Norman's World"
"2087","Northfield","Northfield","Northfield"
"2088","Northsun","Northsun","Northsun"
"2089","Northwind","Northwind","Northwind"
"2090","Notwina","Notwina","Notwina"
"2091","Nouasseur","Nouasseur","Nouasseur"
"2092","Nouveau Toulouse","Nouveau Toulouse","Nouveau Toulouse"
"2093","Nouveaux Paris","Nouveaux Paris","Nouveaux Paris"
"2094","Nova Roma","Nova Roma","Nova Roma"
"2095","Novara","Novara","Novara"
"2096","Novaya Zemlya","Novaya Zemlya","Novaya Zemlya"
"2097","Novgorod","Novgorod","Novgorod"
"2098","Novo Franklin","Novo Franklin","Novo Franklin"
"2099","Novo Tressida","Novo Tressida","Novo Tressida"
"2100","Nowhere","Nowhere","Nowhere"
"2101","Nox","Nox","Nox"
"2102","Nuelson Minor","Nuelson Minor","Nuelson Minor"
"2103","Nukus","Nukus","Nukus"
"2104","Nullarbor","Nullarbor","Nullarbor"
"2105","Numenor","Numenor","Numenor"
"2106","Numki","Numki","Numki"
"2107","Nuneaton","Nuneaton","Nuneaton"
"2108","Nunivak","Nunivak","Nunivak"
"2109","Nusakan","Nusakan","Nusakan"
"2110","Nyamlell","Nyamlell","Nyamlell"
"2111","Nyasa","Nyasa","Nyasa"
"2112","Nykvarn","Nykvarn","Nykvarn"
"2113","Nyserta","Nyserta","Nyserta"
"2114","O'Fallon","O'Fallon","O'Fallon"
"2115","Oberon VI","Oberon VI","Oberon"
"2116","Obrenovac","Obrenovac","Obrenovac"
"2117","Oceana","Oceana","Oceana"
"2118","Odabasi","Odabasi","Odabasi"
"2119","Odawara","Odawara","Odawara"
"2120","Odell","Odell","Odell"
"2121","Odessa ('The Ruins of Gabriel')","Odessa ('The Ruins of Gabriel')","Odessa"
"2122","Offerman","Offerman","Offerman"
"2123","Ogano","Ogano","Ogano"
"2124","Ogilvie","Ogilvie","Ogilvie"
"2125","Ohrensen","Ohrensen","Ohrensen"
"2126","Okains","Okains","Okains"
"2127","Okaya","Okaya","Okaya"
"2128","Okefenokee","Okefenokee","Okefenokee"
"2129","Olafsvik","Olafsvik","Olafsvik"
"2130","Olancha","Olancha","Olancha"
"2131","Old Canton","Old Canton","Old Canton"
"2132","Old Kentucky","Old Kentucky","Old Kentucky"
"2133","Oldsmith","Oldsmith","Oldsmith"
"2134","Oli","Oli","Oli"
"2135","Oligar","Oligar","Oligar"
"2136","Olindo","Olindo","Olindo"
"2137","Oliver","Oliver","Oliver"
"2138","Oltepesi","Oltepesi","Oltepesi"
"2139","Omagh","Omagh","Omagh"
"2140","Onverwacht","Onverwacht","Onverwacht"
"2141","Oporto (Veil 3075+)","Oporto","Oporto"
"2142","Orbisonia","Orbisonia","Orbisonia"
"2143","Ordino","Ordino","Ordino"
"2144","Orestes","Orestes","Orestes"
"2145","Organo","Organo","Organo"
"2146","Oriente","Oriente","Oriente"
"2147","Orkney (LC)","Orkney (LC)","Orkney"
"2148","Orkney (TC)","Orkney (TC)","Orkney"
"2149","Ormal","Ormal","Ormal"
"2150","Ormstown","Ormstown","Ormstown"
"2151","Oscar","Oscar","Oscar"
"2152","Oshika","Oshika","Oshika"
"2153","Osmus Saar","Osmus Saar","Osmus Saar"
"2154","Osset","Osset","Osset"
"2155","Osumi","Osumi","Osumi"
"2156","Otho","Otho","Otho"
"2157","Otisberg","Otisberg","Otisberg"
"2158","Ottumwa","Ottumwa","Ottumwa"
"2159","Ouagadougou (Silence 3130+)","Ouagadougou","Ouagadougou"
"2160","Ourem","Ourem","Ourem"
"2161","Outer Volta","Outer Volta","Outer Volta"
"2162","Outpost","Outpost","Outpost"
"2163","Outreach","Outreach","Outreach"
"2164","Ovan","Ovan","Ovan"
"2165","Overton","Overton","Overton"
"2166","Oyevaina","Oyevaina","Oyevaina"
"2167","Ozawa","Ozawa","Ozawa"
"2168","Paches","Paches","Paches"
"2169","Paf","Paf","Paf"
"2170","Pain (Dijonne 3050-)","Dijonne","Dijonne"
"2171","Pajarito","Pajarito","Pajarito"
"2172","Palladaine","Palladaine","Palladaine"
"2173","Palladix","Palladix","Palladix"
"2174","Palm","Palm","Palm"
"2175","Palmyra","Palmyra","Palmyra"
"2176","Palos","Palos","Palos"
"2177","Pandora","Pandora","Pandora"
"2178","Pangkalan","Pangkalan","Pangkalan"
"2179","Panjang","Panjang","Panjang"
"2180","Panpour","Panpour","Panpour"
"2181","Panzyr","Panzyr","Panzyr"
"2182","Paracale","Paracale","Paracale"
"2183","Paradise","Paradise","Paradise"
"2184","Parakoila","Parakoila","Parakoila"
"2185","Paran","Paran","Paran"
"2186","Pardeau","Pardeau","Pardeau"
"2187","Parian","Parian","Parian"
"2188","Paris","Paris","Paris"
"2189","Park Place","Park Place","Park Place"
"2190","Parma","Parma","Parma"
"2191","Parvan","Parvan","Parvan"
"2192","Pascagoula","Pascagoula","Pascagoula"
"2193","Pasemah","Pasemah","Pasemah"
"2194","Pasig","Pasig","Pasig"
"2195","Patan","Patan","Patan"
"2196","Pattison","Pattison","Pattison"
"2197","Pattonsbrug","Pattonsbrug","Pattonsbrug"
"2198","Paulding","Paulding","Paulding"
"2199","Paulinus","Paulinus","Paulinus"
"2200","Paulus Prime","Paulus Prime","Paulus Prime"
"2201","Pavia","Pavia","Pavia"
"2202","Paxon","Paxon","Paxon"
"2203","Payia","Payia","Payia"
"2204","Payvand","Payvand","Payvand"
"2205","Peabody","Peabody","Peabody"
"2206","Peacock","Peacock","Peacock"
"2207","Pec","Pec","Pec"
"2208","Pegasi","Pegasi","Pegasi"
"2209","Pell","Pell","Pell"
"2210","Pella II","Pella II","Pella"
"2211","Pencader","Pencader","Pencader"
"2212","Penobscot","Penobscot","Penobscot"
"2213","Pentvar","Pentvar","Pentvar"
"2214","Perdido","Perdido","Perdido"
"2215","Perdition","Perdition","Perdition"
"2216","Perkasie","Perkasie","Perkasie"
"2217","Pernik","Pernik","Pernik"
"2218","Persistence","Persistence","Persistence"
"2219","Pesht","Pesht","Pesht"
"2220","Petrolia","Petrolia","Petrolia"
"2221","Phact","Phact","Phact"
"2222","Phalan","Phalan","Phalan"
"2223","Phecda","Phecda","Phecda"
"2224","Pherkad","Pherkad","Pherkad"
"2225","Philadelphia","Philadelphia","Philadelphia"
"2226","Piedmont","Piedmont","Piedmont"
"2227","Pierce","Pierce","Pierce"
"2228","Pietermaritzburg","Pietermaritzburg","Pietermaritzburg"
"2229","Pike IV","Pike IV","Pike"
"2230","Pilkhua","Pilkhua","Pilkhua"
"2231","Pilon","Pilon","Pilon"
"2232","Pilpala","Pilpala","Pilpala"
"2233","Pinard","Pinard","Pinard"
"2234","Pingree","Pingree","Pingree"
"2235","Pinnacle","Pinnacle","Pinnacle"
"2236","Pioche","Pioche","Pioche"
"2237","Pirates Haven (50) (Badlands Cluster 3025-)","Badlands Cluster (50)","Badlands Cluster"
"2238","Piriapolis","Piriapolis","Piriapolis"
"2239","Pitkin","Pitkin","Pitkin"
"2240","Placida","Placida","Placida"
"2241","Planting","Planting","Planting"
"2242","Plataea","Plataea","Plataea"
"2243","Pleiades Cluster (100)","Pleiades Cluster (100)","Pleiades Cluster"
"2244","Pleione","Pleione","Pleione"
"2245","Pliska","Pliska","Pliska"
"2246","Plymouth","Plymouth","Plymouth"
"2247","Pobeda","Pobeda","Pobeda"
"2248","Pocologan","Pocologan","Pocologan"
"2249","Point Barrow","Point Barrow","Point Barrow"
"2250","Pojos","Pojos","Pojos"
"2251","Pokhara","Pokhara","Pokhara"
"2252","Polcenigo","Polcenigo","Polcenigo"
"2253","Pollux","Pollux","Pollux"
"2254","Pomme De Terre","Pomme De Terre","Pomme De Terre"
"2255","Pompey","Pompey","Pompey"
"2256","Pondicherry","Pondicherry","Pondicherry"
"2257","Porrima","Porrima","Porrima"
"2258","Port Arthur","Port Arthur","Port Arthur"
"2259","Port Moseby","Port Moseby","Port Moseby"
"2260","Porthos","Porthos","Porthos"
"2261","Portland","Portland","Portland"
"2262","Potwin","Potwin","Potwin"
"2263","Poulsbo","Poulsbo","Poulsbo"
"2264","Poznan","Poznan","Poznan"
"2265","Prato","Prato","Prato"
"2266","Praxton","Praxton","Praxton"
"2267","Predlitz","Predlitz","Predlitz"
"2268","Premana","Premana","Premana"
"2269","Pressby","Pressby","Pressby"
"2270","Pressville","Pressville","Pressville"
"2271","Preston (CC)","Preston (CC)","Preston"
"2272","Preston (FWL)","Preston (FWL)","Preston"
"2273","Primus","Primus","Primus"
"2274","Principia","Principia","Principia"
"2275","Princton","Princton","Princton"
"2276","Prinis Prime","Prinis Prime","Prinis Prime"
"2277","Priori","Priori","Priori"
"2278","Prix","Prix","Prix"
"2279","Procyon","Procyon","Procyon"
"2280","Promised Land","Promised Land","Promised Land"
"2281","Propus","Propus","Propus"
"2282","Proserpina","Proserpina","Proserpina"
"2283","Protection","Protection","Protection"
"2284","Prydain","Prydain","Prydain"
"2285","Pula","Pula","Pula"
"2286","Purvo","Purvo","Purvo"
"2287","Pusht-i-rud","Pusht-i-rud","Pusht-i-rud"
"2288","Puttalam","Puttalam","Puttalam"
"2289","Périgueux","Périgueux","Périgueux"
"2290","Qalzi","Qalzi","Qalzi"
"2291","Qanatir","Qanatir","Qanatir"
"2292","Qandahar","Qandahar","Qandahar"
"2293","Qarahta","Qarahta","Qarahta"
"2294","Qualip (Kerensky's Vision 3130+)","Qualip","Qualip"
"2295","Quantraine","Quantraine","Quantraine"
"2296","Quarell","Quarell","Quarell"
"2297","Quatre Belle","Quatre Belle","Quatre Belle"
"2298","Quelimane","Quelimane","Quelimane"
"2299","Quemoy","Quemoy","Quemoy"
"2300","Quentin","Quentin","Quentin"
"2301","Quiberas","Quiberas","Quiberas"
"2302","Quilino","Quilino","Quilino"
"2303","Quimberton","Quimberton","Quimberton"
"2304","Quimper","Quimper","Quimper"
"2305","Quimper (Chirac 3130+)","Quimper","Quimper"
"2306","Quincy","Quincy","Quincy"
"2307","Quines","Quines","Quines"
"2308","Quittacas","Quittacas","Quittacas"
"2309","Qurayyat","Qurayyat","Qurayyat"
"2310","RWR Outpost #11","RWR Outpost #11","RWR Outpost #"
"2311","RWR Outpost #27","RWR Outpost #27","RWR Outpost #"
"2312","RWR Outpost #4","RWR Outpost #4","RWR Outpost #"
"2313","RWR Outpost #7","RWR Outpost #7","RWR Outpost #"
"2314","Raballa","Raballa","Raballa"
"2315","Radlje","Radlje","Radlje"
"2316","Radostov","Radostov","Radostov"
"2317","Radstadt","Radstadt","Radstadt"
"2318","Raetia","Raetia","Raetia"
"2319","Ragusa","Ragusa","Ragusa"
"2320","Rahne","Rahne","Rahne"
"2321","Rajkot","Rajkot","Rajkot"
"2322","Raldamax","Raldamax","Raldamax"
"2323","Raman","Raman","Raman"
"2324","Ramen II","Ramen II","Ramen"
"2325","Ramgarh","Ramgarh","Ramgarh"
"2326","Ramona","Ramona","Ramona"
"2327","Ramora","Ramora","Ramora"
"2328","Ramsau","Ramsau","Ramsau"
"2329","Ramsey","Ramsey","Ramsey"
"2330","Randar","Randar","Randar"
"2331","Randis IV (Hope IV 2988-)","Hope IV","Hope"
"2332","Raphael","Raphael","Raphael"
"2333","Rapla","Rapla","Rapla"
"2334","Rasalas","Rasalas","Rasalas"
"2335","Rasalgethi","Rasalgethi","Rasalgethi"
"2336","Rasalhague","Rasalhague","Rasalhague"
"2337","Rastaban","Rastaban","Rastaban"
"2338","Recife","Recife","Recife"
"2339","Redfield","Redfield","Redfield"
"2340","Redondo","Redondo","Redondo"
"2341","Reese Station","Reese Station","Reese Station"
"2342","Refuel Base Gamma","Refuel Base Gamma","Refuel Base Gamma"
"2343","Regis Roost","Regis Roost","Regis Roost"
"2344","Regulus","Regulus","Regulus"
"2345","Reinbak","Reinbak","Reinbak"
"2346","Reinhardstein","Reinhardstein","Reinhardstein"
"2347","Reisling's Planet","Reisling's Planet","Reisling's Planet"
"2348","Reisterstown","Reisterstown","Reisterstown"
"2349","Relevow","Relevow","Relevow"
"2350","Remagen","Remagen","Remagen"
"2351","Remshield","Remshield","Remshield"
"2352","Remulac","Remulac","Remulac"
"2353","Renfield","Renfield","Renfield"
"2354","Rennes","Rennes","Rennes"
"2355","Renorsal","Renorsal","Renorsal"
"2356","Renown","Renown","Renown"
"2357","Renren","Renren","Renren"
"2358","Rentz","Rentz","Rentz"
"2359","Repulse","Repulse","Repulse"
"2360","Rest Stop","Rest Stop","Rest Stop"
"2361","Restitution","Restitution","Restitution"
"2362","Revel","Revel","Revel"
"2363","Revivim","Revivim","Revivim"
"2364","Rexburg","Rexburg","Rexburg"
"2365","Reykavis","Reykavis","Reykavis"
"2366","Rezak's Hole","Rezak's Hole","Rezak's Hole"
"2367","Rhodos (Runrig 2822+)","Rhodos","Rhodos"
"2368","Richmond","Richmond","Richmond"
"2369","Richvale","Richvale","Richvale"
"2370","Ridderkerk","Ridderkerk","Ridderkerk"
"2371","Ridgebrook","Ridgebrook","Ridgebrook"
"2372","Riga","Riga","Riga"
"2373","Riga (HL)","Riga (HL)","Riga"
"2374","Rigil Kentarus","Rigil Kentarus","Rigil Kentarus"
"2375","Rijeka","Rijeka","Rijeka"
"2376","Rio","Rio","Rio"
"2377","Risin","Risin","Risin"
"2378","Roadside","Roadside","Roadside"
"2379","Robinson","Robinson","Robinson"
"2380","Robsart","Robsart","Robsart"
"2381","Roche","Roche","Roche"
"2382","Rochelle","Rochelle","Rochelle"
"2383","Rochers","Rochers","Rochers"
"2384","Rochester","Rochester","Rochester"
"2385","Rockland","Rockland","Rockland"
"2386","Rockwellawan","Rockwellawan","Rockwellawan"
"2387","Rocky","Rocky","Rocky"
"2388","Rodigo","Rodigo","Rodigo"
"2389","Rohinjan","Rohinjan","Rohinjan"
"2390","Rollis","Rollis","Rollis"
"2391","Romita","Romita","Romita"
"2392","Romulus","Romulus","Romulus"
"2393","Rondane","Rondane","Rondane"
"2394","Rondon","Rondon","Rondon"
"2395","Ronel","Ronel","Ronel"
"2396","Rosamond","Rosamond","Rosamond"
"2397","Roscoff","Roscoff","Roscoff"
"2398","Rosendal","Rosendal","Rosendal"
"2399","Rosepine","Rosepine","Rosepine"
"2400","Rosetta","Rosetta","Rosetta"
"2401","Rosice","Rosice","Rosice"
"2402","Rosiclare","Rosiclare","Rosiclare"
"2403","Rover","Rover","Rover"
"2404","Rowe","Rowe","Rowe"
"2405","Royal","Royal","Royal"
"2406","Royal Foxx","Royal Foxx","Royal Foxx"
"2407","Royalston","Royalston","Royalston"
"2408","Rubigen","Rubigen","Rubigen"
"2409","Ruchbah","Ruchbah","Ruchbah"
"2410","Rudolpho","Rudolpho","Rudolpho"
"2411","Rukbat","Rukbat","Rukbat"
"2412","Ruschegg","Ruschegg","Ruschegg"
"2413","Rushaven","Rushaven","Rushaven"
"2414","Ryans Fate","Ryans Fate","Ryans Fate"
"2415","Ryde","Ryde","Ryde"
"2416","Ryerson","Ryerson","Ryerson"
"2417","Rypful","Rypful","Rypful"
"2418","Rzhishchev","Rzhishchev","Rzhishchev"
"2419","Saaremaa","Saaremaa","Saaremaa"
"2420","Sabanillas","Sabanillas","Sabanillas"
"2421","Sabhal Mòr Ostaig","Sabhal Mòr Ostaig","Sabhal Mòr Ostaig"
"2422","Sabik","Sabik","Sabik"
"2423","Sackville","Sackville","Sackville"
"2424","Sadachbia","Sadachbia","Sadachbia"
"2425","Sadalbari","Sadalbari","Sadalbari"
"2426","Sadurni","Sadurni","Sadurni"
"2427","Safe Port","Safe Port","Safe Port"
"2428","Saffel","Saffel","Saffel"
"2429","Saggina","Saggina","Saggina"
"2430","Saginaw","Saginaw","Saginaw"
"2431","Saidia","Saidia","Saidia"
"2432","Saiph","Saiph","Saiph"
"2433","Sakai","Sakai","Sakai"
"2434","Sakhalin (CC)","Sakhalin (CC)","Sakhalin"
"2435","Sakhalin (LC)","Sakhalin (LC)","Sakhalin"
"2436","Sakhara V","Sakhara V","Sakhara"
"2437","Sakuranoki","Sakuranoki","Sakuranoki"
"2438","Salardion","Salardion","Salardion"
"2439","Salem","Salem","Salem"
"2440","Salford","Salford","Salford"
"2441","Salisberg","Salisberg","Salisberg"
"2442","Salonika","Salonika","Salonika"
"2443","Saltillo","Saltillo","Saltillo"
"2444","Saltural","Saltural","Saltural"
"2445","Saltville","Saltville","Saltville"
"2446","Salur","Salur","Salur"
"2447","Salvende","Salvende","Salvende"
"2448","Samantha","Samantha","Samantha"
"2449","San Carlos","San Carlos","San Carlos"
"2450","San Nicolas","San Nicolas","San Nicolas"
"2451","Sanda","Sanda","Sanda"
"2452","Sanilac","Sanilac","Sanilac"
"2453","Santa-Ana","Santa-Ana","Santa-Ana"
"2454","Santana","Santana","Santana"
"2455","Santander V (Santander's World)","Santander V (Santander's World)","Santander V"
"2456","Santiago (CJF)","Santiago (CJF)","Santiago"
"2457","Santiago (OA)","Santiago (OA)","Santiago"
"2458","Saonara","Saonara","Saonara"
"2459","Sapienza","Sapienza","Sapienza"
"2460","Sappho","Sappho","Sappho"
"2461","Sappir","Sappir","Sappir"
"2462","Saravan","Saravan","Saravan"
"2463","Sardis","Sardis","Sardis"
"2464","Sargasso","Sargasso","Sargasso"
"2465","Sarikavak","Sarikavak","Sarikavak"
"2466","Sarkel","Sarkel","Sarkel"
"2467","Sarmaxa","Sarmaxa","Sarmaxa"
"2468","Sarna","Sarna","Sarna"
"2469","Sarpsborg","Sarpsborg","Sarpsborg"
"2470","Sartu (Bastille 3130+)","Sartu","Sartu"
"2471","Satalice","Satalice","Satalice"
"2472","Sauk City","Sauk City","Sauk City"
"2473","Saumur","Saumur","Saumur"
"2474","Saunemin","Saunemin","Saunemin"
"2475","Savannah","Savannah","Savannah"
"2476","Savinsville","Savinsville","Savinsville"
"2477","Savonburg","Savonburg","Savonburg"
"2478","Sawyer","Sawyer","Sawyer"
"2479","Sax","Sax","Sax"
"2480","Scarborough","Scarborough","Scarborough"
"2481","Scheat","Scheat","Scheat"
"2482","Schedar","Schedar","Schedar"
"2483","Schererville","Schererville","Schererville"
"2484","Scheuerheck","Scheuerheck","Scheuerheck"
"2485","Schiedam","Schiedam","Schiedam"
"2486","Schirmeck","Schirmeck","Schirmeck"
"2487","Schmitt","Schmitt","Schmitt"
"2488","Schrim","Schrim","Schrim"
"2489","Schuyler","Schuyler","Schuyler"
