name,pantheon,popularity
Morofuna,Oceanic Gods,4051
Motikitik,Oceanic Gods,3771
Murimuria,Oceanic Gods,4014
Na Atibu,Oceanic Gods,3580
Na Kaa,Oceanic Gods,5932
Na Kika,Oceanic Gods,7445
Nanganana,Oceanic Gods,3952
Naniumiap,Oceanic Gods,3299
Nareau,Oceanic Gods,8097
Ndauthina,Oceanic Gods,3661
Ndengi,Oceanic Gods,4118
Nei Tituaabine,Oceanic Gods,3863
Ngani Vatu,Oceanic Gods,3426
Ngarara,Oceanic Gods,4298
Ngaru,Oceanic Gods,3718
Ni,Oceanic Gods,4079
Nu'u,Oceanic Gods,3630
Nu U,Oceanic Gods,3631
Oa Rove,Oceanic Gods,4266
Olifat,Oceanic Gods,7793
Olofat,Oceanic Gods,7794
Oma Rumufu,Oceanic Gods,3579
Oro,Oceanic Gods,8442
Pahuanuiapitaaitera,Oceanic Gods,3811
Paikea,Oceanic Gods,5048
Pak A'a,Oceanic Gods,3375
Pak A A,Oceanic Gods,3376
Palulop,Oceanic Gods,4501
Papa,Oceanic Gods,7981
Papa Tu Anuku,Oceanic Gods,7982
Papatuanuku,Oceanic Gods,7983
Pele,Oceanic Gods,17431
Pelei,Oceanic Gods,17432
Pere,Oceanic Gods,4452
Po,Oceanic Gods,3891
Pouakai,Oceanic Gods,3990
Pu'uhele,Oceanic Gods,3728
Pu Uhele,Oceanic Gods,3729
Puarata,Oceanic Gods,3688
Pulotu,Oceanic Gods,4132
Qasavara,Oceanic Gods,3857
Qat,Oceanic Gods,4962
Raivuki,Oceanic Gods,4538
Rakim,Oceanic Gods,4923
Rangi,Oceanic Gods,14730
Ranginui,Oceanic Gods,14731
Ratu Mai Bulu,Oceanic Gods,4567
Rehua,Oceanic Gods,4038
Rigi,Oceanic Gods,4295
Ro'o,Oceanic Gods,4116
Ro O,Oceanic Gods,4117
Rokola,Oceanic Gods,3806
Rongo,Oceanic Gods,6270
Rongo Mai,Oceanic Gods,3567
Rongomatane,Oceanic Gods,17310
Roua,Oceanic Gods,4237
Ruaumoko,Oceanic Gods,6523
Sina,Oceanic Gods,7768
Sisimatailaa,Oceanic Gods,4108
Soido,Oceanic Gods,4648
Solal,Oceanic Gods,4278
Sosom,Oceanic Gods,3944
Ta'arda,Oceanic Gods,3615
Ta'aroa,Oceanic Gods,6621
Ta Arda,Oceanic Gods,3616
Ta Aroa,Oceanic Gods,6622
Ta Oroa,Oceanic Gods,6623
Taburimai,Oceanic Gods,4888
Tagaro,Oceanic Gods,5114
Tahiri Ma Tea,Oceanic Gods,3907
Tahu,Oceanic Gods,5269
Tama,Oceanic Gods,5469
Tane,Oceanic Gods,19419
Tane Mahuta,Oceanic Gods,8806
Tanemahuta,Oceanic Gods,8807
Tangaloa,Oceanic Gods,6883
Tangaroa,Oceanic Gods,7371
Tangata Manu,Oceanic Gods,20813
Tangatamanu,Oceanic Gods,20814
Tangi'ia,Oceanic Gods,3424
Tangi Ia,Oceanic Gods,3425
Taonoui,Oceanic Gods,4134
Taonouit,Oceanic Gods,4135
Tara(2),Oceanic Gods,2535
Tautohito,Oceanic Gods,2999
Tawhiri,Oceanic Gods,8005
Tawhiri Ma Tea,Oceanic Gods,8006
Tawhirimatea,Oceanic Gods,8007
Te Ikawai,Oceanic Gods,3768
Te Nao,Oceanic Gods,3213
Te Reere,Oceanic Gods,4361
Teanoi,Oceanic Gods,3781
Tiki,Oceanic Gods,8171
Tiki Wananga,Oceanic Gods,5075
Timbehes,Oceanic Gods,2996
Tinandi Thambonga,Oceanic Gods,3317
Tintrau,Oceanic Gods,3364
Titua'abine,Oceanic Gods,3848
Titua Abine,Oceanic Gods,3849
To Kabinana,Oceanic Gods,4008
To Karvuvu,Oceanic Gods,4523
To Toropotaa,Oceanic Gods,2842
Toi Mata,Oceanic Gods,3514
Totoima,Oceanic Gods,3602
Tpereaki,Oceanic Gods,2893
Tu,Oceanic Gods,4903
Tu Matavenga,Oceanic Gods,8526
Tuli,Oceanic Gods,4603
Tumatauenga,Oceanic Gods,8527
Tumuitearetoka,Oceanic Gods,3910
Tunaroa,Oceanic Gods,5002
Turi A Faumea,Oceanic Gods,3771
Turukawa,Oceanic Gods,4732
Uenuku,Oceanic Gods,5245
Ulupoka,Oceanic Gods,4468
Unihi Pili,Oceanic Gods,3904
Vari,Oceanic Gods,5383
Varima Te Takere,Oceanic Gods,4135
Vehine Hae,Oceanic Gods,4666
Wahini Hai,Oceanic Gods,7930
Waiora,Oceanic Gods,5412
Whaitiri,Oceanic Gods,4943
Whiro,Oceanic Gods,6792
Yalafath,Oceanic Gods,5483
Abeona,Roman Gods,15037
Abundantia,Roman Gods,12063
Acca Larentia,Roman Gods,9875
Adeona,Roman Gods,11676
Aequitas,Roman Gods,9592
Aestas,Roman Gods,10168
Africus,Roman Gods,11802
Agnostos Theos,Roman Gods,6542
Aius Locutius,Roman Gods,9096
Aius Locutus,Roman Gods,9097
Albunea,Roman Gods,7237
Alemonia,Roman Gods,7457
Angerona,Roman Gods,9600
Angita,Roman Gods,8420
Ani,Roman Gods,8829
Anna Perenna,Roman Gods,6552
Annona,Roman Gods,12064
Antinous,Roman Gods,5614
Aquilo,Roman Gods,11614
Artume,Roman Gods,10056
Aurora,Roman Gods,13918
Auster,Roman Gods,8037
Bacchae,Roman Gods,32931
Bacchus,Roman Gods,32932
Bellifluficus,Roman Gods,15738
Bellona,Roman Gods,14815
Bona Dea,Roman Gods,6922
Bonus Eventus,Roman Gods,7162
Britannia,Roman Gods,7309
Bubona,Roman Gods,7695
Caca,Roman Gods,8167
Calva,Roman Gods,7038
Camenae,Roman Gods,6386
Candelifera,Roman Gods,6400
Canens,Roman Gods,8162
Cardea,Roman Gods,12206
Carmenta,Roman Gods,10365
Carna,Roman Gods,12207
Ceres,Roman Gods,12932
Clementia,Roman Gods,7471
Cloacina,Roman Gods,12254
Concordia,Roman Gods,7619
Consuales Ludi,Roman Gods,5109
Consualia,Roman Gods,5110
Consus,Roman Gods,7783
Credulitas,Roman Gods,5370
Cuba,Roman Gods,7063
Cupid,Roman Gods,32506
Cupra,Roman Gods,7735
Decima,Roman Gods,14276
Di Manes,Roman Gods,9671
Di Penates,Roman Gods,11024
Diana,Roman Gods,28598
Dies Pater,Roman Gods,69993
Dis,Roman Gods,34517
Dis Pater,Roman Gods,7049
Disciplina,Roman Gods,9254
Discordia,Roman Gods,10088
Dius Fidus,Roman Gods,5947
Djous Pater,Roman Gods,69994
Egeria,Roman Gods,7093
Egestes,Roman Gods,7658
Empanda,Roman Gods,8629
Endovelicus,Roman Gods,7252
Evan,Roman Gods,8109
Evander,Roman Gods,9579
Eventus Bonus,Roman Gods,5860
Fabulinus,Roman Gods,8820
Fama,Roman Gods,13182
Fame,Roman Gods,13183
Fames,Roman Gods,6912
Fascinus,Roman Gods,10072
Fatua,Roman Gods,9138
Fauna,Roman Gods,9139
Faunus,Roman Gods,12616
Fauonius,Roman Gods,4861
Faustulus,Roman Gods,5755
Februus,Roman Gods,16666
Felicitas,Roman Gods,6966
Feronia,Roman Gods,7098
Fides,Roman Gods,8641
Flora,Roman Gods,8776
Fons,Roman Gods,8498
Fontus,Roman Gods,8499
Fornax,Roman Gods,10779
Fortuna,Roman Gods,23721
Fraud,Roman Gods,9171
Fraus,Roman Gods,9172
Friendship,Roman Gods,9457
Genius,Roman Gods,10487
Hercules,Roman Gods,27797
Hersilia,Roman Gods,11470
Hippona,Roman Gods,8377
Honor,Roman Gods,7296
Hope,Roman Gods,11693
Horta,Roman Gods,6294
Ilia,Roman Gods,20029
Ilythyia Leucothea,Roman Gods,5645
Invidia,Roman Gods,9916
Iovis,Roman Gods,69995
Iupiter,Roman Gods,69996
Iuppiter,Roman Gods,69997
Janus,Roman Gods,21907
Jove,Roman Gods,69998
Juno,Roman Gods,13950
Jupiter,Roman Gods,69999
Justicia,Roman Gods,8214
Juturna,Roman Gods,5942
Juventas,Roman Gods,8256
Laetitia,Roman Gods,9353
Lara,Roman Gods,10984
Lares,Roman Gods,7550
Larvae,Roman Gods,7166
Latinus,Roman Gods,5450
Laverna,Roman Gods,8251
Lemures,Roman Gods,6661
Liber,Roman Gods,9881
Liber Pater,Roman Gods,5670
Libera,Roman Gods,10350
Libitina,Roman Gods,5913
Loquens,Roman Gods,9098
Losna,Roman Gods,6493
Lucifer,Roman Gods,49030
Luna,Roman Gods,14817
Lunar,Roman Gods,14818
Lupercus,Roman Gods,7020
Manes,Roman Gods,9672
Mania,Roman Gods,8549
Mantus,Roman Gods,7621
Marica,Roman Gods,5929
Mars,Roman Gods,37307
Mater Matuta,Roman Gods,5230
Men,Roman Gods,8946
Mena,Roman Gods,8740
Mephitis,Roman Gods,7142
Mercurius,Roman Gods,18911
Mercury,Roman Gods,18912
Minerva,Roman Gods,15676
Minerva Medica,Roman Gods,15677
Mithras,Roman Gods,11089
Mors,Roman Gods,8702
Morta,Roman Gods,13547
Mortia,Roman Gods,13548
Mulciber,Roman Gods,19553
Necessitas,Roman Gods,6960
Neptune,Roman Gods,18372
Neptunus,Roman Gods,18373
Nicostrate,Roman Gods,10366
Nona,Roman Gods,11365
Nono,Roman Gods,11366
Nymphs(2),Roman Gods,7083
Opis,Roman Gods,5362
Ops,Roman Gods,5363
Optimus Maximus,Roman Gods,70000
Orcus,Roman Gods,12028
Pales,Roman Gods,8314
Palladium,Roman Gods,8302
Pallas(4),Roman Gods,8457
Pallas(6),Roman Gods,4909
Parca Maurtia,Roman Gods,13549
Parcae,Roman Gods,15781
Pax,Roman Gods,10641
Penates,Roman Gods,11025
Phoebus,Roman Gods,9528
Picus,Roman Gods,10343
Pietus,Roman Gods,5434
Pilumnus,Roman Gods,4776
Pleasure,Roman Gods,16063
Pluto,Roman Gods,34518
Pomona,Roman Gods,7181
Portunus,Roman Gods,6211
Postvorta,Roman Gods,4946
Proserpina,Roman Gods,9158
Prudence,Roman Gods,8007
Pudicitia,Roman Gods,4967
Quirinus,Roman Gods,12488
Rea Silvia,Roman Gods,20030
Remus,Roman Gods,9564
Rhea Silvia,Roman Gods,20031
Robiga,Roman Gods,5636
Robigus,Roman Gods,6050
Roma,Roman Gods,6828
Romulus,Roman Gods,11420
Salacia,Roman Gods,10793
Salus,Roman Gods,7239
Saritor,Roman Gods,5151
Saturn,Roman Gods,20801
Saturnus,Roman Gods,20802
Sequana,Roman Gods,5598
Sibyl of Cumae(2),Roman Gods,9938
Silvanus,Roman Gods,9223
Sol(2),Roman Gods,9683
Somnus,Roman Gods,9715
Spes,Roman Gods,11694
Sterculius,Roman Gods,57284
Stercutus,Roman Gods,57285
Sterquilinius,Roman Gods,57286
Sterquilinus,Roman Gods,57287
Strenua,Roman Gods,6833
Striges,Roman Gods,7010
Sturculinus,Roman Gods,57288
Summanus,Roman Gods,8437
Suovetaurilia,Roman Gods,5029
Susurri,Roman Gods,5576
Sylvanus,Roman Gods,9224
Tages,Roman Gods,7261
Telluno,Roman Gods,5953
Tellus,Roman Gods,8677
Terminus,Roman Gods,7117
Thalna,Roman Gods,5449
Tiberinus,Roman Gods,6111
Timores,Roman Gods,6357
Tria Fata,Roman Gods,15782
Trivia,Roman Gods,11333
Veiovis,Roman Gods,5587
Veive,Roman Gods,7292
Venus,Roman Gods,42180
Verbeia,Roman Gods,5149
Veritas,Roman Gods,9609
Vertumnus,Roman Gods,6410
Vesta,Roman Gods,14663
Victory,Roman Gods,7179
Virbius,Roman Gods,7476
Virtus,Roman Gods,11030
Volcanus,Roman Gods,19554
Voltumna,Roman Gods,5542
Volturnus,Roman Gods,7120
Volupta,Roman Gods,16064
Voluptas,Roman Gods,16065
Vulcan,Roman Gods,19555
Vulturnus,Roman Gods,8080
Ajysit,Slavic Gods,6382
Ajysyt,Slavic Gods,6383
Albast,Slavic Gods,6638
Albasta,Slavic Gods,6639
Albasty,Slavic Gods,6640
Alicha,Slavic Gods,6264
Alkha,Slavic Gods,6265
Alklha,Slavic Gods,6266
Alkonost,Slavic Gods,10414
Almas,Slavic Gods,6641
Anapel,Slavic Gods,8780
Arakho,Slavic Gods,6267
As Iga,Slavic Gods,6434
Autrimpo,Slavic Gods,4237
Aysyt,Slavic Gods,6384
Baba Jaga,Slavic Gods,57065
Baba Yaga,Slavic Gods,57066
Bannik,Slavic Gods,7421
Belabog,Slavic Gods,17970
Belobog,Slavic Gods,17971
Belun,Slavic Gods,17972
Bereginy,Slavic Gods,5930
Bielebog,Slavic Gods,17973
Bielobog,Slavic Gods,17974
Bilobog,Slavic Gods,17975
Bogatir,Slavic Gods,15376
Bogatyr,Slavic Gods,15377
Bogatyri,Slavic Gods,15378
Buga,Slavic Gods,6903
Byelobog,Slavic Gods,17976
Chernabog,Slavic Gods,92887
Chernobog,Slavic Gods,92888
Chlevnic,Slavic Gods,3935
Chlevnik,Slavic Gods,3936
Colleda,Slavic Gods,7061
Czernobog,Slavic Gods,92889
Dazbog,Slavic Gods,8028
Dazhbog,Slavic Gods,8029
Dašbog,Slavic Gods,8030
Devana,Slavic Gods,10373
Dilwica,Slavic Gods,10374
Divja Davokje,Slavic Gods,5309
Divje Devokje,Slavic Gods,5310
Dola,Slavic Gods,9802
Dolya,Slavic Gods,9803
Domania,Slavic Gods,7337
Domovik,Slavic Gods,7338
Domovoi,Slavic Gods,7339
Domovoy,Slavic Gods,7340
Dugnai,Slavic Gods,5579
Dvorovoi,Slavic Gods,7212
Dziewanna,Slavic Gods,10375
Dziewona,Slavic Gods,10376
Dĕdek,Slavic Gods,7341
Erilo,Slavic Gods,10712
Erishvorsh,Slavic Gods,9930
Erivorsh,Slavic Gods,9931
Gerovit,Slavic Gods,10713
Ilya Muromets,Slavic Gods,7715
Jarilo,Slavic Gods,10714
Jarovit,Slavic Gods,10715
Kaleda,Slavic Gods,6431
Kaledos,Slavic Gods,6432
Kamchatka,Slavic Gods,6745
Kamennaia Baba,Slavic Gods,4752
Kikimora,Slavic Gods,10763
Koleda,Slavic Gods,6433
Koliada,Slavic Gods,7865
Koljada,Slavic Gods,7866
Kolyada,Slavic Gods,7867
Koschei,Slavic Gods,23963
Koschei Bessmertnyi,Slavic Gods,23964
Kupala,Slavic Gods,8247
Kupalo,Slavic Gods,8248
Kutcha,Slavic Gods,10165
Kutkh,Slavic Gods,10166
Kutkha,Slavic Gods,10167
Kutkinnaku,Slavic Gods,10168
Kutq,Slavic Gods,10169
Leschi,Slavic Gods,8425
Leshey,Slavic Gods,8426
Leshy,Slavic Gods,8427
Lesnik,Slavic Gods,8428
Lesovik,Slavic Gods,8429
Lesovy,Slavic Gods,8430
Makosh,Slavic Gods,13881
Mary Orans,Slavic Gods,5513
Mati Syra Zemlia,Slavic Gods,23756
Mati Syra Zemlya,Slavic Gods,23757
Matisyrazemlya,Slavic Gods,23758
Mikula,Slavic Gods,25719
Mikula Selianinovich,Slavic Gods,25720
Mokos,Slavic Gods,13882
Mokosh,Slavic Gods,13883
Mokoš,Slavic Gods,13884
Mokusa,Slavic Gods,13885
Nagyboldogasszony,Slavic Gods,6240
Natrimpe,Slavic Gods,4238
Nedolya,Slavic Gods,9804
Nga,Slavic Gods,6050
Ondines,Slavic Gods,6328
Orans,Slavic Gods,5514
Otshirvani,Slavic Gods,5350
Ovinnik,Slavic Gods,7712
Oynyena Maria,Slavic Gods,6350
Patollo,Slavic Gods,6478
Patollu,Slavic Gods,6479
Patrimpas,Slavic Gods,4239
Peckols,Slavic Gods,6480
Perom,Slavic Gods,31921
Peron,Slavic Gods,31922
Perun,Slavic Gods,31923
Perusan,Slavic Gods,31924
Piorun,Slavic Gods,31925
Polevik,Slavic Gods,6839
Polevoi,Slavic Gods,6840
Polewik,Slavic Gods,6841
Poltrimpt,Slavic Gods,4240
Potrimpo,Slavic Gods,4241
Potrimpus,Slavic Gods,4242
Pyerun,Slavic Gods,31926
Quikil,Slavic Gods,10170
Quikinnaqu,Slavic Gods,10171
Radegast,Slavic Gods,9008
Radigast,Slavic Gods,9009
Rod,Slavic Gods,6381
Rugievit,Slavic Gods,5094
Rusalka,Slavic Gods,5597
Rusalki,Slavic Gods,5598
Rusalky,Slavic Gods,5599
Russalki,Slavic Gods,5600
Semargl,Slavic Gods,7567
Simargl,Slavic Gods,7568
Slata Baba,Slavic Gods,5509
Slatababa,Slavic Gods,5510
Smei Gorynich,Slavic Gods,3490
Stribog,Slavic Gods,7712
Svandovit,Slavic Gods,8594
Svantetit,Slavic Gods,8595
Svarizic,Slavic Gods,26579
Svarog,Slavic Gods,26580
Svarogich,Slavic Gods,7479
Sventovit,Slavic Gods,8596
Tchernobog,Slavic Gods,92890
Triglav,Slavic Gods,8770
Tschernobog,Slavic Gods,92891
Undines,Slavic Gods,6329
Varpulis,Slavic Gods,9932
Veles,Slavic Gods,36974
Vodnik,Slavic Gods,12900
Vodyanoi,Slavic Gods,6811
Vodyanoy,Slavic Gods,6812
Volkh,Slavic Gods,24713
Volos,Slavic Gods,36975
Volus,Slavic Gods,36976
Weles,Slavic Gods,36977
Yarilo,Slavic Gods,10716
Zaryi,Slavic Gods,11140
Zlota Baba,Slavic Gods,5511
Zmey Gorynich,Slavic Gods,3491
Zorya,Slavic Gods,43868
Zorya Polunochnaya,Slavic Gods,43869
Zorya Utrennyaya,Slavic Gods,7220
Zorya Vechernyaya,Slavic Gods,7669
Zoryi,Slavic Gods,11141
Zosim,Slavic Gods,7711
Abe Mango,South American,13261
Aimon Kondi,South American,14280
Aiomum Kondi,South American,14281
Aiomun Kondi,South American,14282
Aluberi,South American,5353
Amana,South American,20176
Anatina,South American,11779
Anatiwa,South American,11780
Ariconte,South American,5839
Aroteh,South American,6125
Auchimalgen,South American,6673
Aunyaina,South American,6316
Bachue,South American,6430
Bochica,South American,27470
Boraro,South American,9355
Ceucy,South American,11964
Cherruves,South American,4531
Chia,South American,18277
Chibchachum,South American,7215
Chiminigagua,South American,6560
Chimizapagna,South American,6065
Chiá,South American,18278
Chonti Chonti,South American,5543
Chuchaviva,South American,6521
Colo Colo,South American,6299
El Dorado,South American,12554
El Lal,South American,4762
Eldorado,South American,12555
Guecufu,South American,5005
Guiemapun,South American,8182
Guineche,South American,8183
Guinechen,South American,8184
Guinechén,South American,8185
Huaillepenyi,South American,4847
Huallallo,South American,6292
Huallallo Carhuincho,South American,6293
Huallallo Caruincho,South American,6294
Huallipenyi,South American,4848
Huecuva,South American,13135
Huecuvas,South American,13136
Huecuve,South American,13137
Huecuvus,South American,13138
Huitaca,South American,19443
Huitaca Chibch,South American,19444
Iae,South American,6673
Jurupari,South American,8257
Kanasa,South American,7527
Kanassa,South American,7528
Kasagonaga,South American,4695
Kasogonaga,South American,4696
Kononatoo,South American,6209
Kuat,South American,9427
Kulimina,South American,4982
Kurubumany,South American,5981
Kururumany,South American,5982
Makonaima,South American,6623
Makunaima,South American,6624
Mani(2),South American,5633
Marerewana,South American,4881
Meuler,South American,4327
Nemterequeteba,South American,6066
Ngurvilu,South American,5481
Nyami Abe,South American,4409
Oculate Being,South American,6586
Oman,South American,7714
Page Abe,South American,5728
Pamuri Mahse,South American,4768
Pariacaca,South American,8196
Periboriwa,South American,6170
Pihuechenyi,South American,4106
Pilan,South American,9460
Pillan,South American,9461
Saracura,South American,6245
Sigo,South American,7415
Sigu,South American,7416
Sinaa,South American,13323
Sugumonxe,South American,6067
Tamendonare,South American,4603
Tamula,South American,6135
Tamusi,South American,7131
Tonopod,South American,4576
Uaica,South American,6304
Ugwvu Cuengo,South American,4331
Urubutsin,South American,5690
Aditinggi,South East Asian,14811
Agat Talai,South East Asian,8502
Amitabh,South East Asian,8447
Ananda Devi,South East Asian,9294
Anata Thewi,South East Asian,9295
Anataboga,South East Asian,8134
Anek Warna,South East Asian,4308
Antaboga,South East Asian,8135
Asoora Puggsa,South East Asian,4447
Ba Ngu,South East Asian,4681
Bajang,South East Asian,7918
Barong,South East Asian,10415
Basuki,South East Asian,4471
Batara Gura,South East Asian,4359
Batara Kala,South East Asian,11889
Batara Kali,South East Asian,11890
Bedawang,South East Asian,4840
Boru Deak Paradjar,South East Asian,3821
Bota Ili,South East Asian,5526
Devatas,South East Asian,5100
Djambu Baros,South East Asian,4161
Duc Ba,South East Asian,4144
Himaphan,South East Asian,4685
Ina Da Samadulo Hose,South East Asian,4253
Ina Da Samadulo Höse,South East Asian,4254
Inada Samadulo Hosi,South East Asian,4255
Indrachit,South East Asian,4099
Jin,South East Asian,7309
Kan Ajana,South East Asian,4025
Kenyalang,South East Asian,4932
Khon,South East Asian,6905
Khrut,South East Asian,3963
Kiak Kiak,South East Asian,6058
Kinnara,South East Asian,4482
Lang,South East Asian,9097
Lang Singalang Burong,South East Asian,9098
Latura,South East Asian,5239
Laturedano,South East Asian,5240
Lidah Bumi,South East Asian,3520
Lowalangi,South East Asian,4130
Manchanu,South East Asian,4484
Nang Yai,South East Asian,4170
Nark Puggsee,South East Asian,4001
Nark Puggsin,South East Asian,3663
Norasee,South East Asian,4170
Palee,South East Asian,4012
Panorn Maruek,South East Asian,3608
Patal,South East Asian,4742
Phra Athit,South East Asian,2201
Phra Indra,South East Asian,4449
Phra Isuan,South East Asian,4036
Phra Lak,South East Asian,3300
Phra Narai,South East Asian,5560
Phra Ram,South East Asian,3638
Phra Sao,South East Asian,5031
Pipek,South East Asian,3647
Pranorn Puggsa,South East Asian,3223
Pue Di Songi,South East Asian,3183
Raksasa,South East Asian,7197
Ramakian,South East Asian,5049
Rangda,South East Asian,5988
Sahasadecha,South East Asian,4097
Semara,South East Asian,9752
Setesuyara,South East Asian,9563
Singalang Burong,South East Asian,9099
Sukreep,South East Asian,4291
Taksaka,South East Asian,3817
Tambarinang,South East Asian,4933
Tan'gun,South East Asian,4256
Tan Gun,South East Asian,4257
Tenyalang,South East Asian,4934
Thep Norsingha,South East Asian,3337
Thosganth,South East Asian,3946
Tjak,South East Asian,4463
Tosakanth,South East Asian,3947
Wat Po,South East Asian,4061
Witsanukam,South East Asian,3815
Yinlugen Bud,South East Asian,4678
Adi Buddha,Tibetan Gods,8216
Akshobhya,Tibetan Gods,3126
Amitayas,Tibetan Gods,4231
Amitayus,Tibetan Gods,4232
Amoghasiddhi,Tibetan Gods,3160
Appchungdu,Tibetan Gods,3103
Beg Tse Lcam Sring,Tibetan Gods,9716
Begtse,Tibetan Gods,9717
Bhaisajya Guru,Tibetan Gods,7409
Bhaisajyaguru,Tibetan Gods,7410
Chenresig,Tibetan Gods,4736
Chenrezig,Tibetan Gods,4737
Dalai Lama,Tibetan Gods,8531
Dharmapalas,Tibetan Gods,8853
Dhyani Buddhas,Tibetan Gods,3084
Dhyanibuddhas,Tibetan Gods,3085
Dorje Pakmo,Tibetan Gods,2831
Dorje Phagmo,Tibetan Gods,2832
Drigum Tsenpo,Tibetan Gods,3443
Guru Rinpoche,Tibetan Gods,2911
Hevajra,Tibetan Gods,4237
Jo Rinpoche,Tibetan Gods,2470
Kalachakra,Tibetan Gods,2688
Khumbu I Yul,Tibetan Gods,2289
Khumbu I Yulha,Tibetan Gods,2290
Lhamo Dondrub,Tibetan Gods,8532
Lopon Rinpoche,Tibetan Gods,2912
Mahakala,Tibetan Gods,4692
Mahavairocana,Tibetan Gods,10639
Manjusri,Tibetan Gods,7314
Miyolangsangma,Tibetan Gods,4734
Nagpo Chenpo,Tibetan Gods,4693
Nyachi Zanbo,Tibetan Gods,3434
Nyatri Tsenpo,Tibetan Gods,3435
Padmasambhava,Tibetan Gods,2913
Palden Lhamo,Tibetan Gods,3783
Prana Atma,Tibetan Gods,9718
Ratnasambhava,Tibetan Gods,2713
Samantabhadra,Tibetan Gods,17265
Samantabhadri,Tibetan Gods,2397
Sera Kandro,Tibetan Gods,2833
Shinje,Tibetan Gods,12163
Spyan Ras Gzigs,Tibetan Gods,4738
Srungma,Tibetan Gods,3086
Tamdrin,Tibetan Gods,3687
Tashi Tseringma,Tibetan Gods,7082
Tenzin Gyatso,Tibetan Gods,8533
Vairocana,Tibetan Gods,10640
Vairochana,Tibetan Gods,10641
Vajravarahi,Tibetan Gods,3009
Abraham Kidunaia,Christian Saints,3798
Abraham Kidunaja,Christian Saints,3799
Abraham the Hermit,Christian Saints,3800
Achilleus,Christian Saints,2158
Adalbert of Magdeburg,Christian Saints,2279
Adamnan,Christian Saints,2080
Adamnan of Iona,Christian Saints,2081
Adelaid of Italy,Christian Saints,2919
Adelaide,Christian Saints,2920
Adelaide of Burgundy,Christian Saints,2921
Adelaide the Empress,Christian Saints,2922
Adelheid,Christian Saints,2923
Adomnan,Christian Saints,2082
Adrian of Canterbury,Christian Saints,2592
Aengus,Christian Saints,12434
Aengus the Culdee,Christian Saints,12436
Aethelthryth,Christian Saints,2174
Afra,Christian Saints,1815
Agatha,Christian Saints,2479
Agnes of Montepulciano,Christian Saints,1642
Aidan of Lindisfarne,Christian Saints,1831
Albert Chmielowski,Christian Saints,1673
Albert Magnus,Christian Saints,1871
Albert the Great,Christian Saints,1872
Alexis Falconieri,Christian Saints,2047
Allowin,Christian Saints,1817
Alonso,Christian Saints,1692
Aloysius Gonzaga,Christian Saints,1987
Alphege,Christian Saints,1659
Alphonsus,Christian Saints,1626
Alphonsus Liguori,Christian Saints,1627
Alphonsus Rodriguez,Christian Saints,1693
Amadour,Christian Saints,1230
Ambrose,Christian Saints,1873
Andre Bessette,Christian Saints,1576
Andrew,Christian Saints,1884
Andrew Corsini,Christian Saints,1668
Andrew Dung Lac,Christian Saints,1898
Andrew Fournet,Christian Saints,2043
Andrew Kim Taegon,Christian Saints,1801
Andrew of Crete,Christian Saints,2293
Andrew of Jerusalem,Christian Saints,2294
Andrew the Apostle,Christian Saints,1885
Angela Merici,Christian Saints,1719
Angelico,Christian Saints,2273
Angus,Christian Saints,12438
Anna,Christian Saints,2482
Anne,Christian Saints,2483
Anne of St Bartholomew,Christian Saints,1460
Ansanus,Christian Saints,1702
Ansanus the Baptizer,Christian Saints,1703
Anselm,Christian Saints,1628
Anthelm,Christian Saints,1507
Anthony Baldinucci,Christian Saints,1610
Anthony Chevrier,Christian Saints,1527
Anthony Maria Zaccaria,Christian Saints,1888
Anthony Mary Claret,Christian Saints,1655
Anthony Mary Zaccaria,Christian Saints,1889
Anthony of Egypt,Christian Saints,2381
Anthony of Florence,Christian Saints,1602
Anthony of Kiev,Christian Saints,1566
Anthony of Lerins,Christian Saints,2207
Anthony of Padua,Christian Saints,2113
Anthony of the Caves,Christian Saints,1567
Anthony of Thebes,Christian Saints,3054
Anthony the Abbot,Christian Saints,2382
Anthony the Great,Christian Saints,3055
Anthony the Hermit,Christian Saints,2208
Antoninus of Florence,Christian Saints,1603
Antonio Maria Zaccaria,Christian Saints,1890
Anysia,Christian Saints,1772
Anysia of Thessalonica,Christian Saints,1773
Apollinaris,Christian Saints,1905
Apollinaris of Hierapolis,Christian Saints,1906
Apollinia,Christian Saints,1646
Apollonius the Apologist,Christian Saints,2034
Apostle of the Slavs,Christian Saints,2280
Arsenius the Great,Christian Saints,1511
Artaldus,Christian Saints,2271
Arthaud,Christian Saints,2272
Athanasius,Christian Saints,1559
Audrey,Christian Saints,2175
Augustine of Canterbury,Christian Saints,1568
Augustine of Hippo,Christian Saints,2331
Awdrey,Christian Saints,2176
Barbara,Christian Saints,2563
Barbatus,Christian Saints,1550
Barbatus of Benevento,Christian Saints,1551
Barnabas,Christian Saints,1823
Barnabas the Apostle,Christian Saints,1824
Bartholomea Capitanio,Christian Saints,2426
Bartholomea Capitanjo,Christian Saints,2427
Bartholomew,Christian Saints,1982
Bartholomew the Apostle,Christian Saints,1983
Basil of Ancyra,Christian Saints,1482
Basil of Caesarea,Christian Saints,1715
Basil the Great,Christian Saints,1716
Bavo,Christian Saints,1818
Bavon,Christian Saints,1819
Bede,Christian Saints,2868
Bega,Christian Saints,1723
