Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Russian Federation,2010,Urban,Female,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,11005
Russian Federation,2010,Urban,Female,Lezgi,Census - de jure - complete tabulation,"Final figure, complete",2012,93919
Russian Federation,2010,Urban,Female,Lithuanian,Census - de jure - complete tabulation,"Final figure, complete",2012,13798
Russian Federation,2010,Urban,Female,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,208
Russian Federation,2010,Urban,Female,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,515
Russian Federation,2010,Urban,Female,Mansi,Census - de jure - complete tabulation,"Final figure, complete",2012,271
Russian Federation,2010,Urban,Female,Mari,Census - de jure - complete tabulation,"Final figure, complete",2012,75975
Russian Federation,2010,Urban,Female,Moldavian,Census - de jure - complete tabulation,"Final figure, complete",2012,31936
Russian Federation,2010,Urban,Female,Moksa-mordvi,Census - de jure - complete tabulation,"Final figure, complete",2012,969
Russian Federation,2010,Urban,Female,Mongolian,Census - de jure - complete tabulation,"Final figure, complete",2012,2696
Russian Federation,2010,Urban,Female,Mordvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,93996
Russian Federation,2010,Urban,Female,Nanai,Census - de jure - complete tabulation,"Final figure, complete",2012,261
Russian Federation,2010,Urban,Female,Negidalt,Census - de jure - complete tabulation,"Final figure, complete",2012,24
Russian Federation,2010,Urban,Female,Nenet,Census - de jure - complete tabulation,"Final figure, complete",2012,2027
Russian Federation,2010,Urban,Female,Nganasan,Census - de jure - complete tabulation,"Final figure, complete",2012,49
Russian Federation,2010,Urban,Female,Nivkhi,Census - de jure - complete tabulation,"Final figure, complete",2012,105
Russian Federation,2010,Urban,Female,Nogai,Census - de jure - complete tabulation,"Final figure, complete",2012,10485
Russian Federation,2010,Urban,Female,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,2918
Russian Federation,2010,Urban,Female,Ossetian,Census - de jure - complete tabulation,"Final figure, complete",2012,143587
Russian Federation,2010,Urban,Female,Persian,Census - de jure - complete tabulation,"Final figure, complete",2012,2737
Russian Federation,2010,Urban,Female,Polish,Census - de jure - complete tabulation,"Final figure, complete",2012,31545
Russian Federation,2010,Urban,Female,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2012,4369
Russian Federation,2010,Urban,Female,Pushtu,Census - de jure - complete tabulation,"Final figure, complete",2012,797
Russian Federation,2010,Urban,Female,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2012,8484
Russian Federation,2010,Urban,Female,Romany,Census - de jure - complete tabulation,"Final figure, complete",2012,34526
Russian Federation,2010,Urban,Female,Russian,Census - de jure - complete tabulation,"Final figure, complete",2012,54833876
Russian Federation,2010,Urban,Female,Rutult,Census - de jure - complete tabulation,"Final figure, complete",2012,5811
Russian Federation,2010,Urban,Female,Selkup,Census - de jure - complete tabulation,"Final figure, complete",2012,66
Russian Federation,2010,Urban,Female,Shor,Census - de jure - complete tabulation,"Final figure, complete",2012,1085
Russian Federation,2010,Urban,Female,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2012,619
Russian Federation,2010,Urban,Female,Slovenian,Census - de jure - complete tabulation,"Final figure, complete",2012,925
Russian Federation,2010,Urban,Female,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2012,92548
Russian Federation,2010,Urban,Female,Swahili,Census - de jure - complete tabulation,"Final figure, complete",2012,249
Russian Federation,2010,Urban,Female,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2012,4282
Russian Federation,2010,Urban,Female,Syrian,Census - de jure - complete tabulation,"Final figure, complete",2012,1684
Russian Federation,2010,Urban,Female,Tabasaran,Census - de jure - complete tabulation,"Final figure, complete",2012,27237
Russian Federation,2010,Urban,Female,Tadzhik,Census - de jure - complete tabulation,"Final figure, complete",2012,30180
Russian Federation,2010,Urban,Female,Talyshi,Census - de jure - complete tabulation,"Final figure, complete",2012,1095
Russian Federation,2010,Urban,Female,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,164
Russian Federation,2010,Urban,Female,Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,1409904
Russian Federation,2010,Urban,Female,Tat,Census - de jure - complete tabulation,"Final figure, complete",2012,917
Russian Federation,2010,Urban,Female,Thai,Census - de jure - complete tabulation,"Final figure, complete",2012,222
Russian Federation,2010,Urban,Female,Tofalar,Census - de jure - complete tabulation,"Final figure, complete",2012,5
Russian Federation,2010,Urban,Female,Tsakhur,Census - de jure - complete tabulation,"Final figure, complete",2012,1697
Russian Federation,2010,Urban,Female,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2012,35897
Russian Federation,2010,Urban,Female,Turkmen,Census - de jure - complete tabulation,"Final figure, complete",2012,5760
Russian Federation,2010,Urban,Female,Tuvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,64079
Russian Federation,2010,Urban,Female,Udmurt,Census - de jure - complete tabulation,"Final figure, complete",2012,59936
Russian Federation,2010,Urban,Female,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2012,522035
Russian Federation,2010,Urban,Female,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2012,130
Russian Federation,2010,Urban,Female,Uzbek,Census - de jure - complete tabulation,"Final figure, complete",2012,72346
Russian Federation,2010,Urban,Female,Vepsish,Census - de jure - complete tabulation,"Final figure, complete",2012,884
Russian Federation,2010,Urban,Female,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2012,3423
Russian Federation,2010,Urban,Female,Yakut,Census - de jure - complete tabulation,"Final figure, complete",2012,78394
Russian Federation,2010,Urban,Female,Yiddish,Census - de jure - complete tabulation,"Final figure, complete",2012,773
Russian Federation,2010,Urban,Female,Yukagir,Census - de jure - complete tabulation,"Final figure, complete",2012,80
Russian Federation,2010,Urban,Female,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,7223
Russian Federation,2010,Urban,Female,Croato-Serbian,Census - de jure - complete tabulation,"Final figure, complete",2012,4869
Russian Federation,2010,Urban,Female,Irish,Census - de jure - complete tabulation,"Final figure, complete",2012,102
Russian Federation,2010,Urban,Female,Erzya-Mordvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,4847
Russian Federation,2010,Urban,Female,Sign Languages,Census - de jure - complete tabulation,"Final figure, complete",2012,49274
Russian Federation,2010,Urban,Female,Esperanto,Census - de jure - complete tabulation,"Final figure, complete",2012,412
Russian Federation,2010,Urban,Female,Akha,Census - de jure - complete tabulation,"Final figure, complete",2012,43
Russian Federation,2010,Urban,Female,Dari,Census - de jure - complete tabulation,"Final figure, complete",2012,176
Russian Federation,2010,Urban,Female,Alabugat-Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,409
Russian Federation,2010,Urban,Female,Aliutor,Census - de jure - complete tabulation,"Final figure, complete",2012,8
Russian Federation,2010,Urban,Female,Andi,Census - de jure - complete tabulation,"Final figure, complete",2012,388
Russian Federation,2010,Urban,Female,Archin,Census - de jure - complete tabulation,"Final figure, complete",2012,6
Russian Federation,2010,Urban,Female,Bagvalal,Census - de jure - complete tabulation,"Final figure, complete",2012,2
Russian Federation,2010,Urban,Female,Bezhta,Census - de jure - complete tabulation,"Final figure, complete",2012,32
Russian Federation,2010,Urban,Female,Botlikh,Census - de jure - complete tabulation,"Final figure, complete",2012,11
Russian Federation,2010,Urban,Female,Byelorussian,Census - de jure - complete tabulation,"Final figure, complete",2012,82385
Russian Federation,2010,Urban,Female,Chamalal,Census - de jure - complete tabulation,"Final figure, complete",2012,9
Russian Federation,2010,Urban,Female,Chelkansky,Census - de jure - complete tabulation,"Final figure, complete",2012,30
Russian Federation,2010,Urban,Female,Chukchee,Census - de jure - complete tabulation,"Final figure, complete",2012,439
Russian Federation,2010,Urban,Female,Chulym-Turkic,Census - de jure - complete tabulation,"Final figure, complete",2012,14
Russian Federation,2010,Urban,Female,Crimean Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,105
Russian Federation,2010,Urban,Female,Dagestanian,Census - de jure - complete tabulation,"Final figure, complete",2012,2814
Russian Federation,2010,Urban,Female,Dargan,Census - de jure - complete tabulation,"Final figure, complete",2012,87586
Russian Federation,2010,Urban,Female,Enets,Census - de jure - complete tabulation,"Final figure, complete",2012,10
Russian Federation,2010,Urban,Female,Godoberi,Census - de jure - complete tabulation,"Final figure, complete",2012,2
Russian Federation,2010,Urban,Female,Hunzib,Census - de jure - complete tabulation,"Final figure, complete",2012,2
Russian Federation,2010,Urban,Female,Ingrian,Census - de jure - complete tabulation,"Final figure, complete",2012,25
Russian Federation,2010,Urban,Female,Kerek,Census - de jure - complete tabulation,"Final figure, complete",2012,3
Russian Federation,2010,Urban,Female,Ket,Census - de jure - complete tabulation,"Final figure, complete",2012,22
Russian Federation,2010,Urban,Female,Khvarshin,Census - de jure - complete tabulation,"Final figure, complete",2012,2
Russian Federation,2010,Urban,Female,Kumandinsky,Census - de jure - complete tabulation,"Final figure, complete",2012,199
Russian Federation,2010,Urban,Female,Latin,Census - de jure - complete tabulation,"Final figure, complete",2012,26942
Russian Federation,2010,Urban,Female,Meadow-Eastern Mari,Census - de jure - complete tabulation,"Final figure, complete",2012,43
Russian Federation,2010,Urban,Female,Mingrelian,Census - de jure - complete tabulation,"Final figure, complete",2012,464
Russian Federation,2010,Urban,Female,Mountain Mari,Census - de jure - complete tabulation,"Final figure, complete",2012,863
Russian Federation,2010,Urban,Female,Olcha,Census - de jure - complete tabulation,"Final figure, complete",2012,34
Russian Federation,2010,Urban,Female,Oroch,Census - de jure - complete tabulation,"Final figure, complete",2012,4
Russian Federation,2010,Urban,Female,Oromo,Census - de jure - complete tabulation,"Final figure, complete",2012,1
Russian Federation,2010,Urban,Female,Sireniksky,Census - de jure - complete tabulation,"Final figure, complete",2012,0
Russian Federation,2010,Urban,Female,Teleut,Census - de jure - complete tabulation,"Final figure, complete",2012,181
Russian Federation,2010,Urban,Female,Tindal,Census - de jure - complete tabulation,"Final figure, complete",2012,10
Russian Federation,2010,Urban,Female,Tsez,Census - de jure - complete tabulation,"Final figure, complete",2012,311
Russian Federation,2010,Urban,Female,Tubalar,Census - de jure - complete tabulation,"Final figure, complete",2012,21
Russian Federation,2010,Urban,Female,Turkic,Census - de jure - complete tabulation,"Final figure, complete",2012,549
Russian Federation,2010,Urban,Female,Udi,Census - de jure - complete tabulation,"Final figure, complete",2012,611
Russian Federation,2010,Urban,Female,Udihe,Census - de jure - complete tabulation,"Final figure, complete",2012,24
Russian Federation,2010,Urban,Female,Uighur,Census - de jure - complete tabulation,"Final figure, complete",2012,333
Russian Federation,2010,Urban,Female,Ujlta,Census - de jure - complete tabulation,"Final figure, complete",2012,14
Russian Federation,2010,Urban,Female,Votic,Census - de jure - complete tabulation,"Final figure, complete",2012,18
Russian Federation,2010,Urban,Female,Yugh,Census - de jure - complete tabulation,"Final figure, complete",2012,0
Russian Federation,2010,Urban,Female,Yuitsky,Census - de jure - complete tabulation,"Final figure, complete",2012,3
Russian Federation,2010,Rural,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,37542763
Russian Federation,2010,Rural,Both Sexes,Abaza,Census - de jure - complete tabulation,"Final figure, complete",2012,25623
Russian Federation,2010,Rural,Both Sexes,Abkhazian,Census - de jure - complete tabulation,"Final figure, complete",2012,1029
Russian Federation,2010,Rural,Both Sexes,Adyge,Census - de jure - complete tabulation,"Final figure, complete",2012,69028
Russian Federation,2010,Rural,Both Sexes,Agul,Census - de jure - complete tabulation,"Final figure, complete",2012,15570
Russian Federation,2010,Rural,Both Sexes,Albanian,Census - de jure - complete tabulation,"Final figure, complete",2012,79
Russian Federation,2010,Rural,Both Sexes,Amharigna,Census - de jure - complete tabulation,"Final figure, complete",2012,13
Russian Federation,2010,Rural,Both Sexes,Aleutian,Census - de jure - complete tabulation,"Final figure, complete",2012,12
Russian Federation,2010,Rural,Both Sexes,Altaian,Census - de jure - complete tabulation,"Final figure, complete",2012,45070
Russian Federation,2010,Rural,Both Sexes,Arabic,Census - de jure - complete tabulation,"Final figure, complete",2012,6737
Russian Federation,2010,Rural,Both Sexes,Armenian,Census - de jure - complete tabulation,"Final figure, complete",2012,216329
Russian Federation,2010,Rural,Both Sexes,Avar,Census - de jure - complete tabulation,"Final figure, complete",2012,474625
Russian Federation,2010,Rural,Both Sexes,Azerbaijani,Census - de jure - complete tabulation,"Final figure, complete",2012,141226
Russian Federation,2010,Rural,Both Sexes,Bashkir,Census - de jure - complete tabulation,"Final figure, complete",2012,695469
Russian Federation,2010,Rural,Both Sexes,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2012,12
Russian Federation,2010,Rural,Both Sexes,Bulgarian,Census - de jure - complete tabulation,"Final figure, complete",2012,2754
Russian Federation,2010,Rural,Both Sexes,Burmese,Census - de jure - complete tabulation,"Final figure, complete",2012,0
Russian Federation,2010,Rural,Both Sexes,Buryat,Census - de jure - complete tabulation,"Final figure, complete",2012,115846
Russian Federation,2010,Rural,Both Sexes,Chechen,Census - de jure - complete tabulation,"Final figure, complete",2012,889132
Russian Federation,2010,Rural,Both Sexes,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,3592
Russian Federation,2010,Rural,Both Sexes,Tibetan,Census - de jure - complete tabulation,"Final figure, complete",2012,197
Russian Federation,2010,Rural,Both Sexes,Chuvash,Census - de jure - complete tabulation,"Final figure, complete",2012,639816
Russian Federation,2010,Rural,Both Sexes,Czech,Census - de jure - complete tabulation,"Final figure, complete",2012,928
Russian Federation,2010,Rural,Both Sexes,Danish,Census - de jure - complete tabulation,"Final figure, complete",2012,47
Russian Federation,2010,Rural,Both Sexes,Dungan,Census - de jure - complete tabulation,"Final figure, complete",2012,322
Russian Federation,2010,Rural,Both Sexes,Dutch,Census - de jure - complete tabulation,"Final figure, complete",2012,143
Russian Federation,2010,Rural,Both Sexes,Dolgang,Census - de jure - complete tabulation,"Final figure, complete",2012,448
Russian Federation,2010,Rural,Both Sexes,English,Census - de jure - complete tabulation,"Final figure, complete",2012,387728
Russian Federation,2010,Rural,Both Sexes,Eskimo,Census - de jure - complete tabulation,"Final figure, complete",2012,423
Russian Federation,2010,Rural,Both Sexes,Estonian,Census - de jure - complete tabulation,"Final figure, complete",2012,3445
Russian Federation,2010,Rural,Both Sexes,Even,Census - de jure - complete tabulation,"Final figure, complete",2012,4110
Russian Federation,2010,Rural,Both Sexes,Evenk,Census - de jure - complete tabulation,"Final figure, complete",2012,3660
Russian Federation,2010,Rural,Both Sexes,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2012,6174
Russian Federation,2010,Rural,Both Sexes,French,Census - de jure - complete tabulation,"Final figure, complete",2012,26900
Russian Federation,2010,Rural,Both Sexes,Gagauz,Census - de jure - complete tabulation,"Final figure, complete",2012,1602
Russian Federation,2010,Rural,Both Sexes,Georgian,Census - de jure - complete tabulation,"Final figure, complete",2012,37316
Russian Federation,2010,Rural,Both Sexes,German,Census - de jure - complete tabulation,"Final figure, complete",2012,194743
Russian Federation,2010,Rural,Both Sexes,Greek,Census - de jure - complete tabulation,"Final figure, complete",2012,13546
Russian Federation,2010,Rural,Both Sexes,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2012,653
Russian Federation,2010,Rural,Both Sexes,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2012,137
Russian Federation,2010,Rural,Both Sexes,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2012,1008
Russian Federation,2010,Rural,Both Sexes,Icelandic,Census - de jure - complete tabulation,"Final figure, complete",2012,5
Russian Federation,2010,Rural,Both Sexes,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2012,18
Russian Federation,2010,Rural,Both Sexes,Ingush,Census - de jure - complete tabulation,"Final figure, complete",2012,189372
Russian Federation,2010,Rural,Both Sexes,Italian,Census - de jure - complete tabulation,"Final figure, complete",2012,2781
Russian Federation,2010,Rural,Both Sexes,Itelmen,Census - de jure - complete tabulation,"Final figure, complete",2012,27
Russian Federation,2010,Rural,Both Sexes,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2012,1122
Russian Federation,2010,Rural,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2012,432
Russian Federation,2010,Rural,Both Sexes,Kabardian,Census - de jure - complete tabulation,"Final figure, complete",2012,316497
Russian Federation,2010,Rural,Both Sexes,Kalmouk,Census - de jure - complete tabulation,"Final figure, complete",2012,55572
Russian Federation,2010,Rural,Both Sexes,Karachai-Balkar,Census - de jure - complete tabulation,"Final figure, complete",2012,191217
Russian Federation,2010,Rural,Both Sexes,Kara-Kalpak,Census - de jure - complete tabulation,"Final figure, complete",2012,264
Russian Federation,2010,Rural,Both Sexes,Karelian,Census - de jure - complete tabulation,"Final figure, complete",2012,12825
Russian Federation,2010,Rural,Both Sexes,Kazakh,Census - de jure - complete tabulation,"Final figure, complete",2012,252422
Russian Federation,2010,Rural,Both Sexes,Khakass,Census - de jure - complete tabulation,"Final figure, complete",2012,25379
Russian Federation,2010,Rural,Both Sexes,Khanty,Census - de jure - complete tabulation,"Final figure, complete",2012,7674
Russian Federation,2010,Rural,Both Sexes,Kirgliz,Census - de jure - complete tabulation,"Final figure, complete",2012,12241
Russian Federation,2010,Rural,Both Sexes,Komi,Census - de jure - complete tabulation,"Final figure, complete",2012,98399
Russian Federation,2010,Rural,Both Sexes,Komi-Permyak,Census - de jure - complete tabulation,"Final figure, complete",2012,46292
Russian Federation,2010,Rural,Both Sexes,Korean,Census - de jure - complete tabulation,"Final figure, complete",2012,9145
Russian Federation,2010,Rural,Both Sexes,Koryak,Census - de jure - complete tabulation,"Final figure, complete",2012,1144
Russian Federation,2010,Rural,Both Sexes,Kumyk,Census - de jure - complete tabulation,"Final figure, complete",2012,244011
Russian Federation,2010,Rural,Both Sexes,Kurd,Census - de jure - complete tabulation,"Final figure, complete",2012,21560
Russian Federation,2010,Rural,Both Sexes,Lak,Census - de jure - complete tabulation,"Final figure, complete",2012,48177
Russian Federation,2010,Rural,Both Sexes,Lappish,Census - de jure - complete tabulation,"Final figure, complete",2012,205
Russian Federation,2010,Rural,Both Sexes,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,3699
Russian Federation,2010,Rural,Both Sexes,Lezgi,Census - de jure - complete tabulation,"Final figure, complete",2012,216056
Russian Federation,2010,Rural,Both Sexes,Lithuanian,Census - de jure - complete tabulation,"Final figure, complete",2012,5922
Russian Federation,2010,Rural,Both Sexes,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,46
Russian Federation,2010,Rural,Both Sexes,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,12
Russian Federation,2010,Rural,Both Sexes,Mansi,Census - de jure - complete tabulation,"Final figure, complete",2012,553
Russian Federation,2010,Rural,Both Sexes,Mari,Census - de jure - complete tabulation,"Final figure, complete",2012,234237
Russian Federation,2010,Rural,Both Sexes,Moldavian,Census - de jure - complete tabulation,"Final figure, complete",2012,24366
Russian Federation,2010,Rural,Both Sexes,Moksa-mordvi,Census - de jure - complete tabulation,"Final figure, complete",2012,244
Russian Federation,2010,Rural,Both Sexes,Mongolian,Census - de jure - complete tabulation,"Final figure, complete",2012,2874
Russian Federation,2010,Rural,Both Sexes,Mordvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,224234
Russian Federation,2010,Rural,Both Sexes,Nanai,Census - de jure - complete tabulation,"Final figure, complete",2012,843
Russian Federation,2010,Rural,Both Sexes,Negidalt,Census - de jure - complete tabulation,"Final figure, complete",2012,43
Russian Federation,2010,Rural,Both Sexes,Nenet,Census - de jure - complete tabulation,"Final figure, complete",2012,18630
Russian Federation,2010,Rural,Both Sexes,Nganasan,Census - de jure - complete tabulation,"Final figure, complete",2012,48
Russian Federation,2010,Rural,Both Sexes,Nivkhi,Census - de jure - complete tabulation,"Final figure, complete",2012,45
Russian Federation,2010,Rural,Both Sexes,Nogai,Census - de jure - complete tabulation,"Final figure, complete",2012,66961
Russian Federation,2010,Rural,Both Sexes,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,165
Russian Federation,2010,Rural,Both Sexes,Ossetian,Census - de jure - complete tabulation,"Final figure, complete",2012,181076
Russian Federation,2010,Rural,Both Sexes,Persian,Census - de jure - complete tabulation,"Final figure, complete",2012,1534
Russian Federation,2010,Rural,Both Sexes,Polish,Census - de jure - complete tabulation,"Final figure, complete",2012,6170
Russian Federation,2010,Rural,Both Sexes,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2012,451
Russian Federation,2010,Rural,Both Sexes,Pushtu,Census - de jure - complete tabulation,"Final figure, complete",2012,390
Russian Federation,2010,Rural,Both Sexes,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2012,2828
Russian Federation,2010,Rural,Both Sexes,Romany,Census - de jure - complete tabulation,"Final figure, complete",2012,61240
Russian Federation,2010,Rural,Both Sexes,Russian,Census - de jure - complete tabulation,"Final figure, complete",2012,36626191
Russian Federation,2010,Rural,Both Sexes,Rutult,Census - de jure - complete tabulation,"Final figure, complete",2012,18914
Russian Federation,2010,Rural,Both Sexes,Selkup,Census - de jure - complete tabulation,"Final figure, complete",2012,903
Russian Federation,2010,Rural,Both Sexes,Shor,Census - de jure - complete tabulation,"Final figure, complete",2012,1014
Russian Federation,2010,Rural,Both Sexes,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2012,93
Russian Federation,2010,Rural,Both Sexes,Slovenian,Census - de jure - complete tabulation,"Final figure, complete",2012,234
Russian Federation,2010,Rural,Both Sexes,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2012,5059
Russian Federation,2010,Rural,Both Sexes,Swahili,Census - de jure - complete tabulation,"Final figure, complete",2012,9
Russian Federation,2010,Rural,Both Sexes,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2012,255
Russian Federation,2010,Rural,Both Sexes,Syrian,Census - de jure - complete tabulation,"Final figure, complete",2012,1157
Russian Federation,2010,Rural,Both Sexes,Tabasaran,Census - de jure - complete tabulation,"Final figure, complete",2012,72094
Russian Federation,2010,Rural,Both Sexes,Tadzhik,Census - de jure - complete tabulation,"Final figure, complete",2012,28306
Russian Federation,2010,Rural,Both Sexes,Talyshi,Census - de jure - complete tabulation,"Final figure, complete",2012,313
Russian Federation,2010,Rural,Both Sexes,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,3
Russian Federation,2010,Rural,Both Sexes,Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,1733341
Russian Federation,2010,Rural,Both Sexes,Tat,Census - de jure - complete tabulation,"Final figure, complete",2012,130
Russian Federation,2010,Rural,Both Sexes,Thai,Census - de jure - complete tabulation,"Final figure, complete",2012,21
Russian Federation,2010,Rural,Both Sexes,Tofalar,Census - de jure - complete tabulation,"Final figure, complete",2012,82
Russian Federation,2010,Rural,Both Sexes,Tsakhur,Census - de jure - complete tabulation,"Final figure, complete",2012,7022
Russian Federation,2010,Rural,Both Sexes,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2012,63762
Russian Federation,2010,Rural,Both Sexes,Turkmen,Census - de jure - complete tabulation,"Final figure, complete",2012,15381
Russian Federation,2010,Rural,Both Sexes,Tuvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,133023
Russian Federation,2010,Rural,Both Sexes,Udmurt,Census - de jure - complete tabulation,"Final figure, complete",2012,225200
Russian Federation,2010,Rural,Both Sexes,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2012,183044
Russian Federation,2010,Rural,Both Sexes,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2012,31
Russian Federation,2010,Rural,Both Sexes,Uzbek,Census - de jure - complete tabulation,"Final figure, complete",2012,65152
Russian Federation,2010,Rural,Both Sexes,Vepsish,Census - de jure - complete tabulation,"Final figure, complete",2012,2265
Russian Federation,2010,Rural,Both Sexes,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2012,785
Russian Federation,2010,Rural,Both Sexes,Yakut,Census - de jure - complete tabulation,"Final figure, complete",2012,306979
Russian Federation,2010,Rural,Both Sexes,Yiddish,Census - de jure - complete tabulation,"Final figure, complete",2012,57
Russian Federation,2010,Rural,Both Sexes,Yukagir,Census - de jure - complete tabulation,"Final figure, complete",2012,240
Russian Federation,2010,Rural,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,4917
Russian Federation,2010,Rural,Both Sexes,Croato-Serbian,Census - de jure - complete tabulation,"Final figure, complete",2012,552
Russian Federation,2010,Rural,Both Sexes,Irish,Census - de jure - complete tabulation,"Final figure, complete",2012,4
Russian Federation,2010,Rural,Both Sexes,Erzya-Mordvinian,Census - de jure - complete tabulation,"Final figure, complete",2012,27964
Russian Federation,2010,Rural,Both Sexes,Sign Languages,Census - de jure - complete tabulation,"Final figure, complete",2012,29394
Russian Federation,2010,Rural,Both Sexes,Esperanto,Census - de jure - complete tabulation,"Final figure, complete",2012,42
Russian Federation,2010,Rural,Both Sexes,Akha,Census - de jure - complete tabulation,"Final figure, complete",2012,112
Russian Federation,2010,Rural,Both Sexes,Dari,Census - de jure - complete tabulation,"Final figure, complete",2012,76
Russian Federation,2010,Rural,Both Sexes,Alabugat-Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,379
Russian Federation,2010,Rural,Both Sexes,Aliutor,Census - de jure - complete tabulation,"Final figure, complete",2012,5
Russian Federation,2010,Rural,Both Sexes,Andi,Census - de jure - complete tabulation,"Final figure, complete",2012,4962
Russian Federation,2010,Rural,Both Sexes,Archin,Census - de jure - complete tabulation,"Final figure, complete",2012,958
Russian Federation,2010,Rural,Both Sexes,Bagvalal,Census - de jure - complete tabulation,"Final figure, complete",2012,1437
Russian Federation,2010,Rural,Both Sexes,Bezhta,Census - de jure - complete tabulation,"Final figure, complete",2012,6009
Russian Federation,2010,Rural,Both Sexes,Botlikh,Census - de jure - complete tabulation,"Final figure, complete",2012,182
Russian Federation,2010,Rural,Both Sexes,Byelorussian,Census - de jure - complete tabulation,"Final figure, complete",2012,29455
Russian Federation,2010,Rural,Both Sexes,Chamalal,Census - de jure - complete tabulation,"Final figure, complete",2012,480
Russian Federation,2010,Rural,Both Sexes,Chelkansky,Census - de jure - complete tabulation,"Final figure, complete",2012,246
Russian Federation,2010,Rural,Both Sexes,Chukchee,Census - de jure - complete tabulation,"Final figure, complete",2012,4310
Russian Federation,2010,Rural,Both Sexes,Chulym-Turkic,Census - de jure - complete tabulation,"Final figure, complete",2012,20
Russian Federation,2010,Rural,Both Sexes,Crimean Tatar,Census - de jure - complete tabulation,"Final figure, complete",2012,101
Russian Federation,2010,Rural,Both Sexes,Dagestanian,Census - de jure - complete tabulation,"Final figure, complete",2012,2433
Russian Federation,2010,Rural,Both Sexes,Dargan,Census - de jure - complete tabulation,"Final figure, complete",2012,314239
Russian Federation,2010,Rural,Both Sexes,Enets,Census - de jure - complete tabulation,"Final figure, complete",2012,29
Russian Federation,2010,Rural,Both Sexes,Godoberi,Census - de jure - complete tabulation,"Final figure, complete",2012,121
Russian Federation,2010,Rural,Both Sexes,Hunzib,Census - de jure - complete tabulation,"Final figure, complete",2012,1010
Russian Federation,2010,Rural,Both Sexes,Ingrian,Census - de jure - complete tabulation,"Final figure, complete",2012,84
Russian Federation,2010,Rural,Both Sexes,Kerek,Census - de jure - complete tabulation,"Final figure, complete",2012,0
Russian Federation,2010,Rural,Both Sexes,Ket,Census - de jure - complete tabulation,"Final figure, complete",2012,177
Russian Federation,2010,Rural,Both Sexes,Khvarshin,Census - de jure - complete tabulation,"Final figure, complete",2012,1731
Russian Federation,2010,Rural,Both Sexes,Kumandinsky,Census - de jure - complete tabulation,"Final figure, complete",2012,419
Russian Federation,2010,Rural,Both Sexes,Latin,Census - de jure - complete tabulation,"Final figure, complete",2012,3341
